Port_ID,Longitude,Latitude
3250,-79.2500,42.8833
3260,-79.5833,42.8500
3270,-80.2000,42.7833
3310,-81.2000,42.6667
3320,-81.9000,42.2667
3330,-82.6667,41.8167
3340,-82.6833,41.7667
3350,-82.6000,42.0333
3360,-82.7333,42.0167
3380,-83.1000,42.1000
6500,-64.1500,45.0000
3420,-78.8833,43.0333
3430,-78.8833,42.8833
3440,-79.3333,42.4833
3450,-80.1000,42.1500
3460,-80.5500,41.9667
3470,-80.8000,41.9000
3480,-81.3000,41.7667
3490,-81.7167,41.5000
3500,-82.1833,41.4667
3510,-82.3667,41.4333
3520,-82.5500,41.4000
3530,-82.7167,41.4500
3540,-82.9333,41.5167
3550,-82.8167,41.6500
16830,123.6333,10.3667
3570,-83.3333,41.8833
8160,-74.7667,40.2000
3590,-83.1500,42.2000
3610,-83.1167,42.2833
3620,-83.0333,42.3333
3650,-82.5167,42.6167
3660,-82.4833,42.7167
3670,-82.4667,42.8167
3700,-82.4167,42.9833
3710,-82.4167,43.0000
3730,-81.7333,43.7500
3750,-81.4000,44.4333
3760,-1.4000,50.9000
3770,-6.0667,56.6167
3790,-81.2500,44.9833
3810,-81.1333,44.7500
3860,-80.9333,44.5833
3880,-80.6000,44.6167
3890,-80.4500,44.5667
3900,172.6667,-40.6833
3930,-79.9333,44.7667
3940,-79.9167,44.7500
3950,-79.8500,44.7500
3960,-79.8000,44.7500
3970,-79.8167,44.7500
3980,-79.7167,44.7667
4000,-79.7167,44.8000
4020,-80.1000,45.3167
4030,-80.0333,45.3333
4050,-80.5667,45.7667
4060,-80.7500,45.8833
4080,-81.5167,45.9667
4120,-81.8000,45.7500
4130,-81.9167,45.9000
4140,-81.9333,45.9833
4150,-82.1667,45.8667
4160,-82.2500,45.9167
4170,-82.4667,45.9167
4180,-83.1167,45.9333
4200,-82.9500,46.1833
4210,-83.3167,45.9500
4220,-83.5667,46.2500
4230,-83.7833,46.2833
4240,-83.8833,46.2500
4250,-83.9167,46.3333
4270,-84.0333,46.3000
4290,-84.3500,46.5000
4320,-82.5167,42.6167
4330,-82.5000,42.7167
4340,-82.4833,42.8167
4350,-82.4333,43.0000
4370,-82.6500,43.8500
4380,-82.7000,43.9500
17050,-124.0667,46.8667
4410,-83.9333,43.4333
4420,-83.5500,44.1833
4430,-83.5000,44.2667
4450,-83.3167,44.4000
4460,-83.3167,44.4167
4470,-83.4167,45.0667
9290,-97.0500,28.0167
4490,-83.7833,45.4167
4500,-83.8167,45.4500
4510,-84.4667,45.6500
4520,-84.7167,45.7833
4530,-84.6167,45.8500
4540,-84.7167,45.8500
4560,-84.3500,46.5000
4580,-85.5167,45.7333
4590,-84.9833,45.4333
4600,-84.9667,45.3667
4610,-85.2667,45.3167
4620,-85.6167,44.7667
4630,-85.7667,45.0167
4640,-86.2500,44.6333
4650,-86.3167,44.2500
4670,-86.4500,43.9500
4680,-86.3500,43.3833
4690,-86.2667,43.2333
4700,-86.2333,43.0667
4710,-86.1333,42.7833
4720,-86.2000,42.6667
4730,-86.2833,42.4000
4740,-86.4833,42.1167
4750,-86.9000,41.7333
4760,-87.3333,41.6167
4770,-87.4167,41.6333
4780,-87.4333,41.6667
4790,-87.5167,41.7333
4800,-87.6000,41.8833
4810,-87.6833,42.0833
4820,-87.8333,42.3000
4830,-87.8167,42.3667
4840,-87.8167,42.5833
4850,-87.7833,42.7333
4860,-87.8833,43.0333
4870,-87.8667,43.3833
4880,-87.7000,43.7500
4890,-87.6500,44.1000
4900,-87.5667,44.1500
4910,-87.5000,44.4667
4920,-87.4333,44.6000
4930,-87.3833,44.8333
4940,-88.0167,44.5167
4950,-88.0667,44.4500
4960,-88.2667,44.2833
5010,-87.8333,44.9000
5020,-87.6000,45.0833
5030,-87.6000,45.1000
5050,-87.0500,45.7667
5060,151.2500,-23.8500
5070,-86.6667,45.8333
5100,-86.2500,45.9500
5110,-85.8667,45.9667
5130,-84.5000,46.7333
5140,-84.6000,46.9167
5150,-84.9667,47.5667
5160,-84.9000,47.9667
5170,-85.8000,47.7000
5180,-86.3167,48.6500
5210,-89.2333,48.4000
5480,-90.3333,47.7500
5270,-86.6500,46.4167
5280,-87.3833,46.5333
5290,-87.3833,46.5667
5310,-88.4667,46.7667
5320,-88.4833,46.7833
5350,-87.8667,47.4667
5360,-88.1667,47.4667
5370,-88.5667,47.1167
5380,-89.3333,46.8833
5390,-90.8667,46.6000
5400,-90.8833,46.6667
5410,-90.8167,46.8000
5420,-90.7833,46.7833
5430,-91.1000,46.8667
5440,-91.3833,46.7833
5450,-92.0667,46.7333
5460,-92.1000,46.7667
5470,-91.6500,47.0167
5490,-89.1500,47.9167
5510,-64.4833,48.8333
5520,-64.3833,48.7667
5540,-64.6667,48.3667
5560,-66.3667,48.0667
5600,-64.9333,47.8000
5620,-64.7000,47.7500
5680,-64.5500,46.2167
5710,-64.0667,46.8000
5730,-62.2500,46.3500
5740,-14.4167,-7.9333
5750,-63.1333,46.2333
5770,-63.7833,46.4000
5800,-62.7167,45.6667
5870,-61.3667,45.6167
5880,-61.4000,45.6500
5920,-61.0000,46.6333
5960,-61.1333,45.9667
5970,-60.7833,45.9500
5980,-60.3000,46.2500
5990,-60.2500,46.2167
6000,151.2000,-33.8667
6020,-59.9667,45.9167
6050,-61.0167,45.5167
6080,-61.5000,45.4000
6100,-61.0000,45.3333
6110,-61.1833,45.2333
6170,-61.6500,45.1833
6190,-61.7167,45.2167
6220,-61.9167,45.0667
6330,-63.1500,44.7833
6340,-63.5833,44.6500
6350,-63.6000,44.4667
6390,-64.3167,44.3833
6410,-64.6500,44.0333
6420,-65.1167,43.7000
6460,-66.1167,43.8333
6470,-65.7667,44.6167
6480,-65.5167,44.7500
6545,-65.9833,45.2000
6550,-66.0500,45.2667
6575,-67.1333,45.1500
6600,-66.9833,44.9000
6610,-66.9833,44.8667
6620,-67.4000,44.7000
6630,-67.4667,44.7167
6640,-67.6167,44.5333
6650,-67.8667,44.5167
6660,-67.8833,44.5333
6670,-67.9667,44.4000
6680,-68.0833,44.3833
6690,-68.1833,44.4667
6700,-68.2000,44.3833
6710,-68.2833,44.3000
6720,-68.3167,44.2833
6730,-68.3333,44.3667
6740,-68.3667,44.1167
6750,-68.4500,44.1500
6760,-68.4500,44.1333
6770,-68.3500,44.2333
6780,-68.4167,44.5500
6790,-68.5833,44.2667
6800,-68.7333,44.3333
7470,-71.9000,41.3333
6820,-68.8833,43.8333
6830,-68.8833,43.8667
6840,-68.8333,44.0500
6850,-68.8667,44.1333
6860,-68.7333,44.3833
6870,-68.8167,44.5167
6880,-68.7833,44.5667
6890,-68.8500,44.6333
6900,-5.6667,54.6500
6910,-68.9167,44.4500
6920,-5.9000,54.6167
8130,-75.1333,39.9500
6960,-69.1000,44.1000
6970,-69.3167,43.7667
6980,-69.2500,43.9167
6990,-69.1833,44.0667
7000,-69.3333,43.9667
7010,-69.4833,43.8667
7020,-69.5333,43.8667
7030,-69.5500,43.8667
7040,-69.5833,43.8667
7070,-69.7333,43.8500
7080,-69.8167,43.9167
16795,-124.1000,43.7167
7120,15.2333,37.2167
7130,-69.9000,43.7833
7140,-70.0167,43.7333
16940,141.6000,-38.3333
7160,-70.4500,43.5000
7170,-70.4667,43.3667
8290,-61.4667,15.5667
7190,-70.8667,42.8167
8120,-75.1333,39.9000
7220,-70.8833,42.5333
7225,-70.8833,42.5167
7230,-70.8500,42.5000
7240,-70.9500,42.4500
7250,-0.0167,52.9667
7260,-70.9667,42.2500
7270,-70.7167,42.2000
8350,-4.1500,50.3667
7290,-70.1833,42.0500
7310,-70.2833,41.6500
7315,-70.3000,41.6333
7320,-77.6500,18.4833
7330,-70.1000,41.2833
7340,-70.5000,41.3833
7350,-70.6000,41.4500
7360,-70.6667,41.5167
7370,-70.9167,41.6333
16820,-2.9833,51.5500
7400,-71.1667,41.7000
7405,-71.2167,41.6333
8150,-2.6333,51.4667
7420,-71.4000,41.8000
7430,-71.4000,41.5833
7440,-71.4000,41.6167
7450,-71.9333,41.0667
7460,-72.3667,41.1000
7480,-71.9833,41.3167
7490,-71.9667,41.3500
7500,-72.0833,41.3500
7510,-72.0833,41.5167
7520,-72.3833,41.3500
7550,-72.9167,41.2333
7560,-73.0833,40.9500
7570,-73.1833,41.1667
8480,-78.0167,33.9167
7590,-73.4167,41.1000
7600,-73.5500,41.0333
7610,-73.6167,41.0167
7620,-73.6667,41.0000
7625,-73.7833,40.8500
7630,-74.0167,40.6667
7640,-74.0167,40.7000
7641,-73.0167,40.7500
7650,-73.9000,40.9333
7660,-74.0000,41.5000
7670,-73.9500,41.7000
7680,167.9500,-29.0667
7690,-73.8500,42.2167
7720,117.8833,-35.0333
7730,-73.7500,42.6500
7740,-73.7000,42.7333
7750,-73.9833,40.8167
7760,-74.0167,40.7667
7770,-74.0167,40.7500
7780,-74.0333,40.7167
7790,-1.4667,43.5000
7810,-74.1500,40.7000
7820,-74.1833,40.6500
7830,-74.0667,40.6333
7840,-74.0667,40.6333
7850,-74.1333,40.6500
7860,-74.1667,40.6333
7870,-74.2000,40.6333
7890,-74.2500,40.5500
7895,-74.2000,40.6333
7900,-74.2000,40.6167
7910,-74.2167,40.5833
7920,-74.2167,40.5667
7930,-74.2333,40.5667
7940,-74.2500,40.5500
7950,-74.2500,40.5333
7960,-74.2667,40.5000
7970,-74.3667,40.4667
7980,-74.2667,40.4833
7990,-74.0667,40.4333
8000,-74.1000,39.7667
8020,-74.4167,39.3667
8025,-75.4833,39.6667
8030,-75.5667,39.6500
8040,-75.5167,39.7000
8470,-77.9500,34.2333
8070,-75.4167,39.8167
8080,-75.3500,39.8500
8110,-75.1333,39.9500
8115,-75.2500,39.8500
8140,-74.8667,40.0833
8170,-75.0833,38.3333
8180,-76.0167,37.2667
8190,-75.6000,38.3667
8200,-76.0833,39.5333
8210,-76.5833,39.2667
8225,-76.4833,38.9833
8227,-76.4500,38.3167
8230,-77.0333,38.8667
8240,-77.0333,38.8000
8245,-76.5333,38.1333
8250,-76.5000,37.2333
8260,-76.8000,37.5333
8270,-77.4500,38.3000
8280,-76.3000,36.8500
8300,-76.4333,36.9667
8318,-77.4167,37.4500
8320,-77.4167,37.5333
8325,-76.2167,36.3000
8330,-76.4667,36.1833
8340,-76.6167,36.0500
8370,-76.2500,35.9167
8380,-76.6167,35.6167
8390,-77.0500,35.5500
8400,-76.7667,35.1500
8410,-77.0500,35.1000
8520,-80.6667,32.0333
8430,-76.7000,34.7167
8440,-77.1333,34.6833
8460,-77.8167,34.2167
8490,-14.4167,-7.9333
8500,-79.9167,32.7833
8510,-80.6833,32.3667
8530,-81.0833,32.0833
8540,-81.4333,31.3667
8550,-81.5000,31.1500
8560,-81.4667,30.6833
8570,-81.4333,30.4000
8580,-81.6500,30.3167
8590,-81.3167,29.9000
8595,-80.6167,28.7000
8600,-80.3167,27.4667
8610,-80.0500,26.7667
8630,-80.1167,26.1000
8640,-80.1833,25.7833
8660,-81.8167,24.5500
8665,-82.3333,26.7000
8667,-82.5667,27.6333
8670,-82.4500,27.9167
8680,-82.6167,27.7667
8700,-82.7667,28.1500
8720,-84.6667,29.8500
8730,-84.9833,29.7167
8740,-85.3167,29.8167
8750,-85.6500,30.1333
8760,-87.2167,30.4000
8770,-88.1167,30.6833
8780,-88.5667,30.3500
8790,-88.8833,30.3833
8800,-89.0833,30.3500
8810,-89.7833,30.2667
8820,-90.1500,30.4000
8822,-90.7000,28.4500
8830,-89.6833,29.4833
8850,-90.0667,29.9167
8860,-90.0500,29.9500
8870,-90.1667,35.0667
8890,-90.2000,38.7167
8893,-90.9333,29.9833
8895,-90.8333,30.0167
8920,-90.3167,29.9500
8930,-90.5500,30.0500
8940,-90.3667,29.9500
8970,-91.1833,30.4500
8980,-90.0167,28.8833
8990,-90.0000,29.2333
9000,-91.2167,29.7000
9030,-93.3167,30.1333
9040,-93.2500,30.2167
9050,-93.8667,29.7167
9060,-93.9000,29.7333
9070,-93.7333,30.0833
9080,-93.9667,29.8333
9100,-93.9500,30.0000
9140,-94.0833,30.0833
9150,-94.7833,29.3167
9160,-94.9167,29.3833
9170,-95.0167,29.7333
9210,-95.2000,29.7333
9220,-95.2167,29.7167
9230,-95.2333,29.7167
9235,-95.3333,29.7500
9240,-95.2833,29.7500
9250,-78.7833,26.5167
9260,-96.2167,28.6833
9270,-96.6167,28.6167
9280,-96.4000,28.4500
9300,-97.4000,27.8167
9310,-97.0500,27.8333
9320,-97.1833,27.8167
9330,-97.2000,26.0833
9340,-97.4000,25.9500
9355,-97.8500,22.4833
9360,-97.8667,22.2167
9370,-97.4000,20.9500
9380,-96.1333,19.2000
9395,-91.9833,20.1667
9405,-94.4167,18.1500
9410,-94.4167,18.0667
9420,-94.5833,17.9000
9425,-93.2167,18.4333
9440,-92.6500,18.5333
9490,-91.8667,18.6333
9500,-90.5500,19.8500
9510,-89.6667,21.2833
9550,-86.9667,20.5000
9590,-88.1833,17.5000
9620,-88.6000,15.7333
9625,-88.6167,15.7000
9650,-87.9500,15.8333
9660,-87.4500,15.7833
9665,-86.9000,16.0833
9670,-86.8000,15.7833
9675,-86.5500,16.3167
9680,-85.9500,15.9167
9690,-85.9833,16.0000
9760,-83.3833,14.0167
9769,-83.7000,12.0000
9770,-83.7500,12.0167
9805,-83.0833,10.0000
9810,-83.0167,9.9833
9825,-82.1167,8.9500
9830,-82.4000,9.3000
9840,-82.2333,9.3333
9860,-79.9167,9.3500
9865,-79.8833,9.3667
9875,-79.8167,9.4000
9940,-61.7500,12.0500
9950,-64.8333,32.3167
9960,-163.9167,62.9000
9985,-78.7833,26.5167
9987,-78.2167,26.6167
9990,-77.3500,25.0833
9995,-77.5500,25.0000
10006,-74.5333,24.0500
10010,-73.6833,20.9500
10020,-71.1500,21.4333
10025,-71.5333,21.5000
10080,-82.9667,23.0000
10090,-82.7500,22.9833
10100,-82.3667,23.1333
10110,-81.5500,23.0500
10120,-81.2000,23.0500
10130,-80.0000,22.9500
10150,-77.2667,21.5500
10158,-76.8167,21.3667
10160,-76.5333,21.2833
10230,-75.7333,20.8333
10250,-75.6000,20.7333
10260,-75.5500,20.7167
10270,-75.3333,20.6833
10280,-74.9000,20.6667
10320,-75.1333,19.9833
10370,-75.8333,20.0167
10420,-77.4333,20.1500
10430,-77.3167,20.2167
10460,-104.3167,19.0500
10470,-77.6167,20.7000
10500,-78.8500,21.6167
10520,-79.5500,21.6333
10530,-79.9833,21.7500
10540,-80.4500,22.1500
10550,-82.8000,21.9167
10580,-14.4167,-7.9333
10585,-79.7500,19.7500
10600,-78.1667,18.4500
10610,-77.9333,18.4667
10620,-77.6500,18.4833
10630,-77.4667,18.4667
10660,-77.1167,18.4167
10710,-76.4500,18.1833
10770,167.9500,-29.0667
10772,-77.1333,17.8833
10773,-77.1500,17.8167
10775,-77.6000,17.8667
10800,-78.1333,18.2000
10820,-72.5333,18.2333
10860,-73.0833,18.4500
10870,-72.8667,18.4333
10880,-72.3500,18.5500
10930,-72.2000,19.7667
10960,-71.7500,19.7000
10980,-70.7000,19.8000
11000,-69.3333,19.2000
11005,-69.4500,19.2000
11010,-69.6167,19.2333
11020,-68.9667,18.4167
11030,-69.3167,18.4500
11035,-69.6333,18.4333
11040,-69.8833,18.4667
11045,-70.0167,18.4167
11048,-70.2000,18.2000
11050,-70.5167,18.2167
11060,-70.8333,18.3500
11070,-71.0833,18.2000
11075,-71.6500,17.9167
11090,-67.1500,18.4333
11100,-66.7000,18.4833
11110,-66.1167,18.4667
11160,-65.6333,18.3333
11170,-65.6333,18.2333
11190,-65.7500,18.1667
11205,-65.8333,18.0500
11230,-66.0667,17.9667
11240,-66.1833,17.9500
11250,-66.1667,17.9500
11260,-66.6167,17.9833
11270,-66.7667,18.0167
11280,-66.9167,17.9667
11290,-67.1500,18.2000
11310,-64.9333,18.3500
11320,-64.8000,18.3333
11330,-64.8833,17.7167
11335,-64.7500,17.7000
11336,-64.7667,17.7000
11340,-64.7000,17.7500
11350,-64.6167,18.4167
11360,-63.0833,18.0667
11370,-63.0500,18.0167
11372,-63.0833,18.0167
11380,-62.8500,17.9000
11390,-62.9833,17.4833
11400,-62.7167,17.3000
11410,-4.7500,50.3333
11430,-61.8500,17.1167
11450,-61.5333,16.2333
11460,-61.7333,16.0000
11470,57.5000,-20.1500
11520,-61.4000,15.3000
11530,-61.4667,15.5667
11550,-61.0667,14.6000
11620,-60.9667,13.7167
11625,-61.0167,13.9833
11630,-61.0000,14.0167
11640,-61.2333,13.1500
11670,-61.7500,12.0500
11690,-59.6333,13.1000
11700,-0.4000,54.2833
11710,-61.6500,10.6833
11718,-61.5833,10.6833
11720,-61.5167,10.6500
11725,-61.4833,10.3833
11730,-61.4667,10.3167
11750,-61.5000,10.4000
11760,-61.6333,10.2500
11770,-61.7000,10.2000
11772,-60.9833,10.1333
11780,-68.2833,12.1500
11781,-68.3833,12.2167
11782,-68.2833,12.0833
11800,-68.8667,12.0667
11810,-68.9333,12.1167
11820,-69.0333,12.1833
11821,-69.0167,12.1333
11830,-69.9167,12.4333
11840,-70.0333,12.5167
11880,-76.7333,8.0833
11900,-75.6833,9.4167
11901,-75.7333,9.5000
11905,-75.5167,10.3167
11908,-75.5333,10.4000
11910,-0.9833,37.5833
11930,-74.7667,10.9667
11934,-74.2167,11.1500
11935,-74.2500,11.1500
11940,-74.2167,11.2500
11946,-80.0000,-3.2667
11960,-71.6000,10.6333
11980,-60.7333,-32.7500
12025,-71.4667,10.3667
12032,-71.5833,10.7833
12034,-71.6333,10.5167
12035,-71.5667,10.7667
12037,-71.5333,10.7667
12050,-70.2333,11.6333
12060,-70.2167,11.7000
12070,-70.2333,11.7500
12090,-69.3500,11.4833
12100,-68.2667,10.9167
12115,-68.1167,10.4833
12117,-68.0333,10.4833
12120,-68.0000,10.4833
12130,-67.9833,10.4833
12145,-67.0167,10.6000
12341,-67.1167,10.6333
12180,-64.8500,10.1000
12185,-64.6333,10.2500
12200,-64.5833,10.2500
12210,-64.5667,10.2333
12220,-64.1833,10.4667
12230,-64.1000,10.9000
12260,-63.2500,10.7000
12270,-62.3000,10.5667
12275,-62.1000,10.6333
12280,-63.0333,10.1500
12330,-62.6833,8.3667
12335,-62.7167,8.3500
12340,-63.5500,8.1333
12370,-14.4167,-7.9333
12380,-58.3000,6.0000
12390,-57.5167,6.2500
12405,-57.0000,5.9500
12410,-55.1500,5.8167
12415,-55.1000,5.6167
12420,-54.4167,5.6333
12455,-52.2667,4.8500
12485,-51.1833,-0.0500
12490,-48.5000,-1.4500
12491,-48.7500,-1.5500
12500,-49.5000,-2.2500
12510,-54.7167,-2.4167
12540,-58.4500,-3.1500
12560,-60.0167,-3.1333
12570,-73.2333,-3.7500
12585,-44.3667,-2.5667
12600,-42.2833,-2.7333
12630,-40.8333,-2.9000
12650,-38.4833,-3.7167
12661,-36.2833,-4.8667
12690,-35.2000,-5.7833
12710,-34.8333,-6.9667
12730,-34.8667,-8.0500
12740,-34.9667,-8.4000
12750,-35.7333,-9.6667
12760,-37.0500,-10.9167
12770,-38.5167,-12.9667
12772,-38.5000,-12.8000
12775,-38.6333,-12.7500
12810,-39.0167,-14.7833
12820,-40.0500,-19.8500
12850,-40.3333,-20.3167
12855,-40.2500,-20.2833
12857,122.6833,7.7833
12890,-41.7667,-22.3667
12910,-42.0167,-22.9667
12920,-43.1667,-22.9000
12935,-44.0167,-23.0000
12940,-44.3167,-23.0167
12950,-44.2167,-23.0500
12960,-45.4000,-23.8000
12970,-46.3000,-23.9500
12980,-48.5167,-25.5000
13000,-48.6333,-26.2500
13020,-48.6333,-26.9167
13040,-48.6833,-28.2333
13050,-48.8000,-28.5000
13055,-50.1333,-29.9833
13060,-67.6833,-53.7833
13070,-52.3333,-31.7833
13080,-51.2333,-30.0333
13100,-54.1500,-34.6500
13115,-54.7000,-34.9500
13120,-56.2167,-34.9000
13130,-57.4500,-34.4333
13140,-57.8500,-34.4667
13150,-58.4167,-33.8833
13160,-58.3167,-33.1167
13170,-58.0667,-32.3167
13250,-57.6833,-25.2667
13560,-60.7000,-31.6500
13570,-60.5333,-31.7167
13580,-60.6500,-32.0667
13600,-60.7333,-32.7167
13610,-60.7333,-32.7500
13630,-60.6333,-32.9500
13981,-60.3333,-33.3000
13650,-60.2333,-33.3333
13660,-60.0167,-33.4833
13670,-6.6167,4.7333
13690,-59.1833,-33.7500
13700,-59.0333,-34.0833
13710,-58.9667,-34.1500
13720,-58.0333,-31.4000
13730,-58.1333,-32.2167
13740,-58.2333,-32.4833
13760,-58.3667,-34.6000
13770,-57.9333,-34.9000
13780,-57.5333,-38.0333
13790,-58.7000,-38.6000
13800,-62.0667,-38.9333
13810,-62.1000,-38.8833
13815,-62.2667,-38.7833
13820,-62.2667,-38.8000
13830,-62.2833,-38.8000
13840,-62.3000,-38.7833
13860,-62.2333,-40.5667
13900,-65.0333,-42.7667
13920,-67.4667,-45.8667
13930,-65.9000,-47.7500
13940,-67.7167,-49.3167
13950,-68.5167,-50.0167
13960,-69.2167,-51.6167
13965,-68.5000,-53.1667
13970,-67.6833,-53.7833
13980,-68.3000,-54.8167
14000,145.2833,-40.7667
