Port_ID,Longitude,Latitude
14020,-37.1500,-54.0333
14040,-36.6833,-54.1333
14060,-36.5167,-54.2667
14075,-67.6000,-54.9333
14080,-69.5500,-52.4667
14090,-70.2000,-52.6333
14095,-70.1000,-52.9000
14100,-70.9000,-53.1667
14110,-70.9667,-53.3833
14130,-70.9167,-53.6333
14140,-70.4500,-53.8500
14150,-70.1500,-53.8833
14175,-71.9000,-52.6833
14190,-72.5667,-51.7167
14197,-72.8333,-45.4667
14220,-73.7667,-42.4833
14250,-73.4833,-42.1500
14270,-72.9667,-41.4833
14330,-73.4333,-39.8667
14340,-73.2500,-39.8000
14380,-73.1500,-37.1000
14400,-73.1667,-37.0333
14415,-73.1667,-36.7333
14420,-73.1000,-36.7000
14425,-72.9833,-36.7167
14440,-73.0000,-36.7167
14500,-71.6167,-33.0333
14510,-71.5333,-32.7667
14560,-71.3667,-29.9667
14570,-71.3333,-29.9500
14610,-71.2500,-28.4667
14630,-84.7167,9.9167
14635,-70.8667,-27.0833
14640,-70.6500,-26.3500
14650,-70.4833,-25.4000
14660,-70.4167,-23.6500
14670,-70.4667,-23.1000
14671,-70.2000,-20.7333
14720,-70.2333,-22.0833
14760,-70.1667,-20.2000
14800,-70.3333,-18.4667
14840,-71.3667,-17.6333
14860,-72.1167,-17.0000
14895,-75.2333,-15.2500
14940,-77.0000,-12.1667
14950,-77.1500,-12.0500
14955,-77.1333,-11.9333
14960,-77.1833,-11.7500
14970,-77.2500,-11.5833
14980,-77.6167,-11.1167
14990,-77.7500,-10.8000
15000,-78.1667,-10.1000
15030,-78.6167,-9.0833
15050,-78.9833,-8.2333
15110,-79.9333,-6.8333
15140,-81.0500,-5.8333
15170,-81.1167,-5.0833
15190,-81.2833,-4.5833
15200,-81.2833,-4.4500
15210,-81.2333,-4.2500
15250,-80.0000,-3.2667
15270,-79.8833,-2.2000
15275,-79.9000,-2.2833
15290,-80.9167,-2.2167
15310,-80.7167,-0.9500
15330,-79.6500,1.0000
15360,-78.7500,1.8167
15370,-77.0667,3.8833
15410,-79.5667,8.9500
15423,-79.6667,8.8667
15427,-82.8667,8.2167
15445,-82.4333,8.3500
15460,-82.8500,8.2667
15480,-83.1667,8.6333
15490,-84.1667,9.4333
15500,-84.7167,9.9167
15510,-84.8333,9.9833
15545,-86.7667,12.1833
15550,-87.1667,12.4833
15570,-87.4500,13.4000
15600,-87.8333,13.3333
15640,-89.8333,13.5833
15645,-89.8667,13.5833
15660,-90.8000,13.9167
15710,-92.4500,14.7000
15730,-95.2000,16.1667
15760,-99.9333,16.8500
15765,-102.1667,17.9333
15770,-104.3167,19.0500
15790,-105.2667,20.6167
15810,-106.4167,23.2000
15830,-109.0667,25.6000
15850,-110.9167,27.9167
15870,-112.2833,27.3333
15880,-112.1000,27.1833
15915,-110.7000,24.4000
15917,-110.3333,24.2667
15920,-110.3167,24.1667
15975,-115.1833,28.0500
15990,-116.6333,31.8667
15995,-117.1000,32.3667
16010,-117.1833,32.7167
16030,-118.5500,33.0000
16040,-118.5000,33.4500
16050,-118.3167,33.3500
16060,-117.9000,33.6167
16070,-118.1833,33.7667
16080,-118.2500,33.7500
16110,-118.4333,33.9167
16120,-119.2000,34.1500
16130,-119.6833,34.0167
16140,-119.2833,34.2833
16145,-119.5167,34.3833
16150,-119.6833,34.4167
16160,-119.9167,34.4333
16170,-120.2000,34.4667
16190,-120.6500,35.1333
16200,-120.7500,35.1667
16210,-120.8500,35.3667
16240,-121.8833,36.6167
16260,-121.7833,36.8000
16270,-122.0167,36.9667
16280,-122.2000,37.0167
16290,-122.4833,37.5000
16300,-122.4167,37.8167
16310,-122.3667,37.8167
16320,-122.2000,37.5333
16330,-122.2667,37.7833
16340,-122.3333,37.8167
16360,-122.3000,37.8667
16370,-122.3667,37.9167
16380,-122.4333,37.9667
16385,-122.4833,37.8500
16390,-122.3667,38.0167
16400,-122.2667,38.0500
16410,-122.2667,38.1000
16420,-122.2500,38.0833
16440,-122.2167,38.0500
16450,-122.1833,38.0500
16470,-122.1500,38.0500
16480,-122.1333,38.0333
16510,-121.8833,38.0333
16515,-121.8000,38.0167
16520,-121.3000,37.9500
16540,-121.7000,38.1500
16550,-121.6000,38.1667
16560,-121.5167,38.2333
16570,-121.5667,38.3333
16590,-121.5000,38.5833
16630,-123.0500,38.3333
16650,-123.8167,39.4500
16660,-124.2167,40.7167
16670,-124.1833,40.8000
16680,-124.1833,40.8167
16700,-124.2000,41.7500
16710,-124.5000,42.7333
16720,-124.4167,43.1167
16730,-124.3667,43.1500
16740,-124.2833,43.4000
16750,-124.2167,43.4000
16770,-124.2167,43.3667
16790,-124.1833,43.6833
16800,-124.1000,43.7000
16803,-124.1167,43.9667
16805,-124.1167,43.9667
16808,-124.0667,43.9833
16810,-124.0667,44.4333
16835,-124.0667,44.8000
16838,-124.0500,46.3000
16840,-123.9167,46.1667
16850,-123.8333,46.2000
16870,-123.7500,46.2000
16880,171.6000,-41.7500
16890,-122.9333,46.0833
16900,-122.9333,46.1333
16920,-122.8500,46.0167
16930,-122.8000,45.8667
16950,-123.1167,49.2833
16960,-122.4000,45.5833
16970,-122.3500,45.5833
16980,-121.1833,45.6000
17000,-124.0333,46.5000
17010,-123.7833,46.6667
17020,-123.7333,46.6833
17030,-123.7500,46.6833
17040,-124.1167,46.9167
17060,-2.0833,57.1500
17080,-123.9000,46.9667
17090,-124.6333,47.9000
17100,-124.6167,48.3667
17110,-124.3000,48.2667
17120,-123.4333,48.1167
17160,-122.7500,48.1167
17170,-122.7833,48.0833
17190,-123.1333,47.4167
17230,-122.5833,47.8500
17250,-122.6500,47.7333
17260,-122.6167,47.7000
17320,-122.5167,47.6167
17330,-122.5000,47.6167
17350,-122.5167,47.5833
17380,-122.6167,47.5667
17410,-122.7000,47.6500
17430,-122.6500,47.5667
17440,-122.6333,47.5333
17550,-122.4667,47.3833
17650,-123.1000,47.2167
17660,-122.9000,47.0500
17670,-122.7500,47.1167
17700,-122.4167,47.2833
17730,-122.3333,47.6000
17750,-122.4000,47.7833
17760,-122.4000,47.8000
17780,-122.3000,47.9500
17790,-122.2167,48.0000
17840,-122.6833,48.2333
17900,-122.9000,48.4500
17920,-123.0167,48.5333
17940,-123.1667,48.6167
17990,-122.9333,48.6000
18040,-122.6167,48.5167
18050,-122.5000,48.7500
18055,-122.7500,48.8667
18060,-122.7667,48.9833
18070,-122.7500,49.0000
18090,-123.1833,49.1333
18100,-122.9167,49.2000
18110,-122.8667,49.2167
18130,-122.7833,49.2667
18140,-122.2500,49.1167
18150,-123.1167,49.2833
18160,-122.8833,49.2833
18210,-123.1500,49.6833
18235,-123.4833,49.5167
18330,-124.5167,49.8333
18340,-124.5333,49.8667
18441,-125.2833,50.0667
18450,-124.2333,50.0167
18460,-124.9167,49.6667
18518,-124.1500,49.2667
18520,-123.9333,49.1667
18525,-123.8500,49.1333
18560,-123.7167,48.9333
18570,-123.6333,48.8667
18580,-123.6167,48.7500
18600,-123.4833,48.8500
18630,-123.2000,48.8000
18650,-123.2833,48.8000
18660,-123.3833,48.6500
18665,-123.5167,48.5500
18670,-123.3833,48.4333
18680,-123.4333,48.4333
18705,-124.4333,48.5500
18730,-124.8167,49.2333
18760,-125.5500,48.9500
18780,-125.9167,49.1500
18790,-126.0667,49.2833
18792,-126.1167,49.6833
18805,-126.6667,49.9167
18818,-127.6167,50.5333
18820,-127.4500,50.3833
18835,-127.5833,50.6000
18840,-127.4833,50.7167
18850,-127.0167,50.6333
18860,-126.9333,50.5833
18872,-127.0833,50.5833
18890,-126.7667,52.3833
18915,-128.1500,52.1667
18916,-128.5167,52.6000
18920,-128.6833,53.1667
18923,-128.1333,53.4833
18925,-128.6833,54.0000
18942,-130.2833,54.2167
18950,-130.3333,54.3167
18960,-130.4333,54.5667
18980,-130.0000,55.9333
19000,-132.1500,54.0167
19030,-132.1833,53.6833
19050,-132.0833,53.2500
19055,-131.9833,53.2167
19090,-130.0000,55.9167
19100,-130.3333,54.9500
19110,-131.5667,55.1333
19120,-131.4667,55.3833
19130,-131.6500,55.3333
19140,-131.7333,55.4000
19160,-131.8000,55.4667
19170,-131.6333,55.6000
19180,-131.8000,55.9167
19190,-132.2167,55.7667
19200,-132.4667,56.0667
19210,-132.3833,56.4667
19220,-132.4000,55.5333
19230,-132.9667,54.9500
19240,-132.8333,55.2000
19250,-133.2333,55.3000
19260,-133.1500,55.4667
19270,-133.1000,55.5500
19280,-133.6333,55.5333
19290,-133.8000,55.9667
19300,-132.9500,56.8167
19310,-133.9333,56.9667
19320,-134.3500,56.7333
19330,-134.2333,56.6000
19370,-134.7333,56.3833
19375,-134.6333,56.3833
19380,-134.6667,56.3000
19390,-134.6833,56.2500
19400,-134.6500,56.2500
19410,-135.3333,57.0500
19430,-136.1167,57.6833
19440,-136.2333,57.9667
19450,-136.3500,58.2000
19460,-135.4500,58.1167
19470,-135.2000,57.7833
19480,-134.9333,57.5167
19490,-135.0500,57.4667
19510,-134.5000,57.4000
19520,-134.7500,58.1167
19530,-134.9000,58.2500
19550,-134.2667,58.2333
19580,-134.4167,58.3000
19585,-135.4333,59.2333
19588,-135.4333,59.2333
19589,-135.4500,59.2833
19590,-135.3333,59.4500
19600,-135.4000,59.1833
19610,-135.4500,58.4167
19620,-139.7333,59.5500
19630,-144.5333,60.2000
19639,-145.7167,60.5833
19640,-145.7667,60.5500
19650,-145.6667,60.6333
19660,-146.4000,61.0833
19670,-146.2500,61.1167
19680,-148.6667,60.8333
19710,-148.0000,60.0667
19730,-148.0500,60.0667
19740,-148.0667,60.0500
19750,-148.0667,60.0500
19760,-149.4333,60.1000
19770,-151.8167,59.3500
19780,-151.7333,59.4333
19781,-151.4167,59.6000
19785,-151.4167,59.6000
19788,-151.6833,60.0500
19790,-151.2667,60.5500
19795,-151.4000,60.6833
19800,-149.9000,61.2167
19805,-152.1333,60.5500
19807,-152.5833,60.1000
19810,-152.5000,57.9167
19820,-152.4000,57.7833
19830,-152.5167,57.7167
19840,-153.1667,57.1667
19850,-153.2000,57.1500
19860,-153.5000,57.1167
19870,-154.1500,57.0000
19880,-154.2500,56.9000
19890,-154.4500,57.5667
19900,-154.0000,57.6333
19910,-153.9833,57.5333
19920,-153.3167,57.7333
19930,-153.0333,57.9333
19950,-153.0667,58.0667
19970,-152.6833,58.4500
19980,-152.6833,58.4667
19990,-152.5833,58.4833
20000,-156.0333,57.5667
20010,-158.4000,56.3000
20020,-159.4667,55.8000
20040,-160.5333,55.3333
20050,-160.5333,55.2333
20060,-160.5000,55.1833
20070,-162.0333,55.0833
20080,-162.3167,55.0500
20085,-162.7000,55.2000
20090,-162.8167,54.4833
20097,-165.8000,54.1333
20100,-166.7500,53.7000
20110,-166.9833,53.7667
20120,-166.5333,53.9000
20130,-166.5333,53.8667
20135,-174.1667,52.2333
20140,-176.6333,51.8667
20150,179.3000,51.4000
20160,177.5500,51.9667
20170,174.0667,52.7333
20175,174.0667,52.7167
20180,173.2333,52.8333
20190,-170.2667,57.1333
20200,-160.5667,55.9833
20210,-158.7000,56.8833
20220,-157.6000,57.5667
20230,-157.4167,57.5333
20240,-157.3667,58.2000
20250,-157.0167,58.7167
20270,-156.9167,58.9667
20280,-158.5667,58.8167
20290,-158.5500,58.8500
20300,-158.4833,59.0333
20305,-161.8333,59.0167
20310,-161.7167,60.8167
20320,-166.9833,60.2000
20330,-164.4667,62.7333
20340,-163.5500,63.0333
20350,-163.9167,62.9000
20360,-162.0333,63.4833
20370,-160.7833,63.8833
20390,-164.4000,64.5500
20400,-165.4167,64.5000
20410,-166.3333,65.2667
20420,-170.4000,63.6833
20425,-166.0833,66.2500
20430,-162.7333,66.0833
20450,-162.5833,66.9167
20470,-160.0000,70.6500
20480,-156.7833,71.2833
20483,-148.4167,70.3333
20486,-114.7667,68.7833
20491,-133.0000,69.4500
20492,-124.7500,70.1833
20493,-124.0833,69.3500
20494,-122.7500,69.8167
20495,-120.7500,69.6000
20496,-125.2500,71.9667
20497,-116.9333,68.9333
20498,-114.7667,68.7833
20499,-113.2667,68.4833
20500,-115.0500,67.8000
20510,-105.0667,69.1167
20520,-95.9000,74.6833
20560,14.2333,78.0667
20570,15.7000,78.2000
20580,11.9500,78.9167
20650,30.0500,69.7333
20690,29.7500,70.0667
20695,29.7333,70.6333
20700,31.1167,70.3667
20710,29.1000,70.8667
20740,27.3333,70.9500
20800,26.0000,70.9833
20910,23.9833,70.5000
20920,23.6667,70.6667
20930,21.9833,70.6333
20940,22.1333,70.5833
21120,22.3500,70.2333
21130,23.2500,69.9667
21140,22.9667,70.0500
21310,18.9667,69.6500
21380,18.0833,69.3500
21490,17.9667,69.2333
21495,17.7333,68.9167
21510,17.8333,68.8833
21610,16.5500,68.8000
21660,16.1333,69.3333
21670,15.4167,68.7000
21690,14.9167,68.5667
21820,13.1000,67.9333
21840,13.7000,68.0667
21870,13.8500,68.1167
21880,14.2167,68.1500
21900,14.5833,68.2333
21910,14.6667,68.1667
21920,14.8500,68.2333
21950,16.0000,68.4167
21970,16.2667,68.5667
22010,16.8833,68.4833
22030,17.4167,68.4333
22050,16.8500,68.3333
22120,16.0833,68.0500
22140,16.0667,68.2500
22160,15.6667,68.1833
22270,14.7667,67.5167
22290,14.3833,67.2833
22295,15.6000,67.3667
22320,15.3667,67.2500
22350,15.4167,67.1000
22520,13.7167,66.8667
22540,13.9833,66.8167
22750,12.6333,66.0167
22760,14.1333,66.3167
22790,13.6167,66.2333
22920,13.2000,65.8333
22940,12.4333,65.8333
22990,12.2000,65.4667
23020,12.2000,65.3667
23040,11.2500,64.8667
23046,11.8667,64.8000
23050,11.5000,64.4667
23053,11.2333,64.0667
23055,11.5000,64.0167
23058,11.4500,63.7833
23060,11.3000,63.7500
23070,10.9000,63.5333
23075,10.8500,63.4333
23080,10.8000,63.4167
23090,10.4000,63.4333
23095,9.8833,63.3167
23100,7.7333,63.1167
23105,8.5500,62.6833
23107,6.9167,62.9000
23108,6.9667,62.9000
23110,7.1667,62.7333
23111,7.6833,62.5667
23112,6.0333,62.3667
23115,5.6500,62.3000
23118,6.1333,62.2000
23120,6.1667,62.4667
23125,5.1167,61.9333
23130,5.0333,61.6000
23136,7.7167,61.2333
23138,5.0333,60.8167
23139,4.8500,60.6167
23140,5.7333,60.4833
23160,5.3167,60.4000
23180,5.1667,60.3500
23195,5.0167,60.4167
23220,5.6667,60.1667
23230,6.1500,60.3667
23240,6.5500,60.0833
23300,5.1167,59.7833
23310,5.4000,59.7000
23330,5.3833,59.7667
23340,5.5000,59.7833
23355,5.7667,59.8667
23440,5.2667,59.4167
23450,5.3167,59.2833
23451,5.5167,59.2667
23455,5.1500,59.5833
23460,6.3500,59.6500
23465,5.1833,59.2667
23470,5.7500,58.8500
23480,5.7500,58.9667
23485,5.2667,59.1500
23487,5.5833,58.9333
23490,6.0000,58.4500
23500,6.2667,58.3333
23505,6.5333,58.2333
23510,6.6667,58.3000
23520,6.8167,58.0833
23525,7.0333,58.0000
23530,7.4667,58.0167
23550,8.0000,58.1500
23600,8.7667,58.4667
23620,8.9333,58.6167
23630,9.2333,58.7167
23640,9.4167,58.8667
23660,9.7000,59.0667
23670,9.6667,59.1500
23680,9.6000,59.2000
23700,10.0333,59.0500
23710,10.2333,59.1167
23720,10.4167,59.2833
23730,10.5000,59.2667
23736,10.5167,59.3167
23750,10.5000,59.4167
23760,10.3000,59.4833
23770,10.4000,59.6167
23780,10.2500,59.7333
23790,10.6000,59.8167
23810,10.7500,59.9167
23817,10.6000,59.7333
23820,10.6500,59.6667
23823,10.5667,59.5500
23829,10.6833,59.4667
23830,10.6667,59.4500
23835,11.1000,59.2667
23840,10.9500,59.2000
23850,11.3833,59.1167
23870,11.1667,58.9333
23890,11.2667,58.6833
23900,11.2833,58.6000
23905,11.3333,58.4833
23910,11.3000,58.4333
23950,11.4167,58.3833
23970,11.4333,58.2667
23990,11.9167,58.3500
24000,11.8333,58.0667
24010,11.5833,57.8833
24020,11.9667,57.7000
24030,12.2500,57.1167
24040,12.5000,56.9000
24050,12.8667,56.6667
24100,12.5500,56.2000
24120,12.7000,56.0500
24180,12.8333,55.8667
24210,13.0000,55.6167
24220,12.9333,55.5833
24250,13.1500,55.3667
24260,13.8333,55.4333
24280,14.3667,55.5500
24300,14.3167,55.9333
24310,14.5833,56.0500
24370,14.8667,56.1667
24440,15.3000,56.1833
24460,15.6000,56.1667
24530,16.1000,56.3833
24570,16.3667,56.6667
24635,16.5667,57.1000
24690,16.4500,57.2667
24720,16.5000,57.3667
24790,16.4167,56.3500
24810,18.5000,57.1167
24840,18.8167,57.7000
24900,19.0500,57.9167
24940,18.8000,57.8333
24950,18.2833,57.6333
24960,18.2000,57.3833
25050,16.5333,57.7333
25060,16.6500,57.7667
25190,16.2000,58.5833
25280,17.1167,58.6667
25290,17.0167,58.7500
25320,17.6500,59.1833
25330,17.9667,58.9000
25360,18.3833,59.3167
25370,18.9167,59.2833
25380,18.0500,59.3333
25395,16.5500,59.6167
25440,18.8167,60.1000
25460,18.5833,60.0500
25480,18.4500,60.1833
25550,17.4000,60.6500
25570,17.2667,60.6833
25590,17.1667,60.6833
25610,17.1667,60.9333
25640,17.1667,61.1833
25700,17.1833,61.2667
25720,17.0833,61.3000
25760,17.0833,61.6500
25780,17.1167,61.7333
25800,17.3500,61.9000
25900,17.3833,62.3333
25910,17.3500,62.3833
26140,17.3500,62.4833
26180,17.5000,62.5000
26240,17.9333,62.6333
26280,17.8667,62.6667
26290,17.9333,62.7667
26310,17.8833,62.8333
26340,17.8833,62.8833
26380,17.8000,62.9333
26420,17.7167,62.9833
26430,17.7000,63.0000
26710,18.5833,63.1667
26720,18.7333,63.2667
26730,18.7167,63.2833
26790,9.0500,54.4833
26800,19.4500,63.5333
26810,19.4833,63.5667
26880,20.3333,63.7000
26890,20.3500,63.7000
26990,21.1000,64.2333
27080,21.2333,64.6833
27090,21.0333,64.8333
27130,21.3833,65.0167
27190,21.4833,65.3167
27220,22.1667,65.5833
27250,22.6500,65.9000
27280,23.2833,65.8000
27330,23.7667,65.7333
27400,24.1667,65.7667
27410,24.5667,65.7333
27520,25.4000,65.0167
27530,24.4167,64.6833
27535,24.6167,65.7000
27537,23.7333,64.2000
27540,23.6500,64.0000
27560,23.0167,63.8500
27570,22.6667,63.6833
27580,22.5333,63.5167
27590,22.2833,63.4167
27610,22.2333,63.2833
27650,21.5833,63.1000
27670,21.2333,62.3833
27680,21.4000,62.2833
27740,21.8000,61.4833
27750,21.4833,61.6000
27755,21.4000,61.6333
27780,21.5000,61.1333
27790,21.4000,60.8000
27805,22.0167,60.4667
27820,22.2333,60.4500
27850,25.5833,60.0333
27870,19.3333,60.2000
27920,19.9167,60.1000
27990,22.0667,60.2833
28140,22.9500,59.8167
28170,23.4333,59.9833
28180,23.5667,59.8333
28185,24.3833,60.0833
28187,23.9167,60.0167
28190,24.9667,60.1667
28210,25.6333,60.3000
28220,26.2333,60.4500
28230,26.9667,60.4667
28240,27.2000,60.5667
28300,28.7500,60.7167
28310,28.5667,60.6167
28360,28.6333,60.3667
28370,30.3000,59.9333
28390,29.7667,59.9167
28400,29.7833,59.9833
28410,28.3167,59.6667
28440,26.5333,59.5333
28480,24.7667,59.4500
28484,24.9500,59.5000
28505,24.0333,59.3500
28510,23.3667,59.3000
28550,24.5000,58.3833
28605,24.3667,57.7000
28610,24.1000,56.9500
28615,23.4333,57.0000
28620,21.5333,57.4000
28640,21.0167,56.5167
28654,20.9500,56.0333
28660,21.1167,55.7167
28680,19.9000,54.6333
28690,20.4833,54.7000
28710,18.6667,54.3500
28715,18.7167,54.4000
28720,18.6667,54.4167
28740,18.5500,54.5333
28750,14.5667,53.5667
28770,16.8500,54.5833
28790,16.4167,54.4333
28800,15.5500,54.2167
28820,14.2667,53.9167
28823,14.5500,53.4167
28828,13.7833,54.0500
28840,13.6500,54.5167
28848,13.1000,54.3167
28860,12.1333,54.1000
28870,11.4667,53.9000
28880,10.8833,53.9667
28890,10.7000,53.8833
28900,10.8167,54.1000
28912,11.0500,54.4500
28920,10.9833,54.3667
28930,10.1333,54.3167
28950,9.8333,54.4833
28955,9.9333,54.6667
29005,9.4333,54.8000
29085,15.1333,55.0667
29110,14.7000,55.1000
29120,14.7000,55.1833
29130,15.1833,55.3167
29180,12.1667,55.2167
29220,12.2000,55.4500
29230,12.6167,55.7000
29260,12.5833,55.7167
29350,12.6167,56.0333
29390,11.8500,55.9667
29410,12.0167,55.9667
29420,12.0500,55.8333
29435,11.8833,55.8167
29440,11.7167,55.7167
29455,11.8667,56.7667
29490,11.1000,55.6833
29520,11.1333,55.3333
29530,11.3000,55.2500
29545,11.2500,55.2000
29546,11.2667,55.2000
29555,11.7500,55.2333
29560,11.9000,55.0000
29580,12.0500,54.8833
29600,12.2833,54.9833
29630,11.8667,54.7667
29660,11.6333,54.8000
29670,11.5000,54.8333
29700,11.1333,54.8333
29710,11.3500,54.6500
29720,11.7333,54.6667
29760,10.7167,54.9500
29790,10.3333,54.9167
29800,10.4167,54.8833
29830,10.6167,55.0667
29860,10.8000,55.3167
29870,10.6667,55.4500
29880,10.3833,55.4167
29905,9.6167,55.5167
29910,9.7333,55.5000
29930,9.8833,55.2667
29940,10.2500,55.1000
30060,9.7833,54.9167
30095,9.8667,54.9500
30100,9.4333,55.0500
30105,9.4333,55.0167
30120,9.5000,55.2500
30160,9.5000,55.4833
30170,9.7667,55.5667
30190,9.5500,55.7167
30230,9.8500,55.8667
30260,10.2167,56.1500
30285,10.3500,56.2500
30290,10.9333,56.4167
30330,10.0500,56.4667
30340,10.1167,56.7167
30350,9.9833,56.6500
30360,9.8000,56.6333
30380,10.3167,56.9833
30400,9.9333,57.0500
30430,10.5500,57.4333
30440,10.6000,57.7167
30450,9.9667,57.6000
30455,8.6000,57.1333
30457,8.7000,56.9500
30460,8.2167,56.7000
30480,8.2833,56.5833
30500,8.5833,56.5000
30630,8.2500,56.0833
30640,8.4500,55.4667
30680,9.0500,54.4833
30695,8.8667,54.1333
30710,9.1667,53.8833
30720,9.1500,53.9000
30725,9.5167,53.9167
30730,9.6833,54.3000
30740,9.0333,53.8000
30760,9.4167,53.7833
30780,9.9333,53.5500
30785,9.5167,53.6500
30800,8.7167,53.8667
30810,8.5833,53.5333
30840,8.4833,53.4833
30850,8.4833,53.3333
30860,8.4667,53.2333
30870,8.2167,53.1167
30900,8.7667,53.1333
30910,8.1667,53.5333
30950,7.1833,53.3333
30960,7.4500,53.2333
30970,7.3833,53.1000
30985,6.8333,53.4500
30990,6.9333,53.3333
31010,5.4167,53.1833
31020,4.7833,52.9667
31040,4.5833,52.4667
31050,4.8333,52.4333
31060,4.9000,52.3667
31070,4.2667,52.1000
31080,4.1333,51.9500
31085,4.1167,51.9500
31100,4.2500,51.9167
31120,4.3500,51.9000
31130,4.4000,51.9000
31140,4.4833,51.9000
31150,4.6500,51.8167
31210,3.6000,51.4500
31215,4.0000,51.4500
31220,3.8167,51.3500
31250,4.4000,51.2167
31260,4.3500,50.8667
31270,3.7333,51.0667
31280,3.2000,51.3333
31290,3.2167,51.2333
31310,2.9167,51.2333
31320,2.7500,51.1333
31360,1.0333,51.3667
31370,0.7500,51.4500
31375,0.7000,51.4333
31376,0.7000,51.4333
31390,0.5500,51.4000
31420,0.3667,51.4500
31430,0.3333,51.4667
31470,-0.0833,51.5000
31506,0.9167,51.8833
31530,1.2833,51.9500
31550,1.1667,52.0500
31560,1.3167,51.9500
31570,1.7500,52.4833
31580,1.7333,52.6167
31600,0.1500,52.6667
31610,0.4000,52.7500
31630,-0.0167,52.9667
31640,-0.0667,53.5833
31650,-0.2000,53.6333
31660,-0.2833,53.7500
31665,-0.8833,53.7333
31668,-0.3667,53.7000
31670,-0.8333,53.7000
31680,-0.1833,54.0833
31690,-0.4000,54.2833
31700,-0.6167,54.4833
31720,-1.1333,54.6500
31740,-1.1833,54.7000
31750,-1.3167,54.8333
31760,-1.3667,54.9167
31765,-1.4000,55.0000
31820,-1.5000,55.1167
31830,-1.5833,55.3333
31860,-2.0000,55.7667
31880,-2.0833,55.8667
31890,-2.5167,56.0000
31895,-2.9667,51.5667
31930,-3.1833,55.9833
31940,-3.2167,55.9833
31945,-3.3167,56.0333
31972,-3.3667,56.0000
31980,-3.4333,56.0167
32010,-3.7167,56.0167
32030,-3.2333,56.0500
32070,-3.0000,56.1833
32170,-2.9500,56.4667
32180,-3.4500,56.4000
32200,-2.4667,56.7000
32220,-2.0833,57.1500
32230,-1.7833,57.5000
32240,-2.0000,57.6833
32250,-2.5000,57.6667
32290,-2.9667,57.6833
32300,-3.2833,57.7167
32320,-3.5000,57.7000
32330,-4.2333,57.4833
32340,-4.0333,57.6833
32350,-4.1667,57.6833
32360,-3.8333,57.8333
32370,-3.6500,58.1167
32380,-3.0833,58.4333
32410,-2.9833,59.3000
32420,-2.6000,59.2333
32430,-2.6000,59.1333
32440,-2.9667,58.9833
32450,-3.3000,58.9667
32460,-3.2000,58.8000
32470,-2.9500,58.8333
32490,-3.2000,58.8333
32500,-2.9833,58.9500
32590,-1.2833,60.1333
32600,-1.1500,60.1500
32630,-1.3000,60.4667
32676,-6.8000,61.4833
32680,-6.8000,61.5500
32690,-6.7500,62.0000
32700,-6.7333,62.1167
32702,-6.7167,62.1167
32720,-7.1667,62.1500
32730,-7.2500,62.0833
32740,-6.8000,62.2500
32750,-6.5833,62.2333
32780,-3.5500,58.6167
32820,-5.1500,57.9000
32830,-5.5833,57.8333
32850,-5.6833,57.7167
32890,-5.6500,57.3333
32900,-5.7167,57.2833
32910,-5.7333,57.2667
32920,-5.8833,57.2500
32930,-6.2000,57.4167
32950,-6.3500,57.5833
32955,-7.1667,57.6000
32980,-7.4833,56.9500
32990,-7.3000,57.1500
33020,-6.3667,58.1833
33030,-9.3667,52.5833
33060,-5.8000,57.1500
33090,-5.8167,57.0000
33140,-6.0667,56.6167
33145,-5.9833,54.0500
33160,-5.7667,56.5500
33170,-5.7000,56.4667
33190,-5.1167,56.8500
33200,-5.1167,56.8167
33210,-5.5333,56.5667
33250,-5.4667,56.4167
33280,-6.2000,55.6333
33290,-5.5667,56.0833
33300,-5.6000,55.4333
33310,-5.1167,55.5333
33340,-5.4500,56.0167
33370,-5.0500,55.8333
33390,-4.7500,55.9500
33405,-4.8333,56.1167
33450,-4.4833,55.9333
33460,-4.4667,55.9167
33470,-4.4000,55.9000
33480,-4.3833,55.8833
33490,-4.2833,55.8667
33500,-4.8667,55.8000
33515,-4.8833,55.7500
33520,-4.9167,55.7500
33530,137.9167,-34.4333
33550,-4.6833,55.5500
33560,-4.6333,55.4667
33570,-5.0333,54.9000
33577,-5.6667,54.6500
33610,-4.4667,54.1500
33620,-4.3667,54.3167
33680,-6.2500,54.1000
33690,-5.6167,54.2667
33770,-5.9000,54.6167
33780,-5.7167,54.7333
33790,-5.8000,54.8500
33820,-6.6667,55.1333
33830,-7.3167,55.0000
33880,-7.5333,55.1000
33930,-8.4500,54.6333
33950,-8.4667,54.2667
33985,-2.7833,54.0500
34020,171.6000,-41.7500
34025,-6.3000,53.7167
34060,-9.0500,53.2667
34110,-8.6167,52.6333
34130,-9.1167,52.6167
34150,-9.3667,52.5833
34160,-9.8667,52.2667
34190,-9.9167,51.6500
34196,-10.3000,51.9333
34200,-9.5000,52.6333
34260,-9.4500,51.6833
34350,-8.3000,51.8500
34360,-8.2667,51.8500
34390,-6.9500,52.3833
34400,-7.1167,52.2667
34420,-6.3333,52.2500
34480,-6.2500,53.3500
34560,-6.1333,54.0333
34590,-3.4000,54.8667
34610,-3.6333,54.5667
34630,-3.2333,54.1167
34640,-2.9167,54.0333
34648,-2.9000,53.3500
34650,-3.5500,53.5333
34660,-3.0167,53.9167
34685,118.2500,4.6833
